,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,CRFANP1,CRFANPa,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,WRDPOSin,WRDPOSuh,RDFRE,RDFKGL,RDL2,class
nf Pendragon 2006.txt,38,253,5723,6.657999992,3.878000021,22.99600029,10.6789999,1.649999976,0.944999993,4.987999916,2.75,-1.052999973,14.68999958,-0.104000002,46.02000046,-0.063000001,47.61000061,0.123000003,54.77999878,-0.25999999,39.74000168,-0.052000001,48.00999832,-0.995000005,16.11000061,-1.631000042,5.159999847,0.547999978,0.675000012,0.67900002,0.317000002,0.470999986,0.442000002,0.119000003,0.122000001,0.061999999,0.086000003,0.230000004,0.093999997,0.266000003,0.181999996,0.209000006,0.157000005,0.44600001,0.164000005,0.35800001,0.089000002,0.382999986,0.221000001,77.45899963,102.2009964,73.03900146,28.65600014,22.01600075,5.59100008,7.862999916,26.73399925,39.66500092,69.01999664,4.893000126,21.66699982,32.5,14.32800007,0.495999992,1.422000051,0.092,0.513999999,0.694000006,5.209000111,1.16900003,0.61500001,0.869000018,0.846000016,0.089000002,0.082000002,396.4700012,157.0850067,19.92000008,150.2709961,8.387000084,3.319999933,14.67800045,15.20199966,332.3429871,102.3939972,79.32900238,27.60700035,37.2179985,0,31.45199966,0,0,2.272000074,2.039999962,2.914000034,1.105999947,392.8720093,555.5889893,384.3160095,409.8080139,429.3710022,3.865999937,6.59800005,1.593999982,2.290999889,142.4080048,0,44.28499985,12.70199966,11.92800045,nf
nf Pendragon 2008.txt,83,373,7691,4.493999958,4.092000008,20.99500084,10.43400002,1.65199995,0.954999983,4.994999886,2.769999981,-1.070000052,14.22999954,0.259000003,59.86999893,-0.123000003,45.22000122,0.064000003,52.38999939,0.240999997,59.47999954,-0.643000007,26.11000061,-1.261000037,10.38000011,-0.934000015,17.62000084,0.515999973,0.624000013,0.615999997,0.300000012,0.433999985,0.432999998,0.111000001,0.119000003,0.061999999,0.093000002,0.142000005,0.066,0.259000003,0.174999997,0.222000003,0.149000004,0.356999993,0.231000006,0.363999993,0.088,0.324000001,0.184,74.47599792,102.026001,84.77400208,32.50600052,25.74399948,6.500999928,11.31200027,23.79400063,41.60699844,77.6230011,5.721000195,23.92399979,35.62599945,13.9119997,0.486000001,1.684999943,0.066,0.347000003,0.763000011,4.584000111,1.18900001,0.609000027,0.867999971,0.841000021,0.088,0.082000002,389.4159851,155.5059967,21.19400024,151.7359924,11.31200027,2.470000029,14.82299995,13.3920002,324.6650085,102.197998,84.77500153,29.25499916,31.33499908,0.129999995,24.83399963,0,0,2.210000038,2.00999999,2.904000044,1.046000004,393.3630066,553.9619751,382.0270081,409.552002,429.0469971,3.976000071,6.776000023,1.682999969,2.301000118,148.0950012,0,46.14799881,11.94499969,10.79899979,nf
nf priceline 2008.txt,422,1174,29602,2.782000065,2.260999918,25.83499908,16.55900002,1.868000031,1.082000017,5.474999905,3.09100008,-0.967000008,16.85000038,0.01,50,-0.294,38.59000015,0.814999998,79.09999847,0.280999988,61.02999878,-1.786000013,3.75,-2.282000065,1.129999995,-0.531000018,29.80999947,0.61500001,0.763000011,0.725000024,0.419,0.628000021,0.54400003,0.165999994,0.144999996,0.108000003,0.126000002,0.275000006,0.075000003,0.333000004,0.197999999,0.335999995,0.189999998,0.381000012,0.213,0.412,0.118000001,0.165999994,0.090000004,69.44400024,124.887001,90.60199738,30.40299988,33.0719986,11.35099983,11.95899963,16.82299995,54.69200134,85.33200073,10.84399986,20.84300041,34.42300034,11.14799976,0.649999976,1.652999997,0.07,0.354000002,0.801999986,5.988999844,1.269999981,0.625999987,0.855000019,0.828999996,0.085000001,0.063000001,381.696991,152.1179962,20.33600044,136.848999,8.378000259,4.897999763,14.15400028,14.56000042,337.6789856,92.01999664,105.1620026,33.84999847,53.57699966,0,45.13199997,3.10800004,0.202999994,3.648000002,1.873000026,2.737999916,1.003999949,395.9129944,555.0430298,383.7520142,406.3909912,426.052002,3.279000044,6.90500021,1.718999982,2.38499999,126.8499985,0,23.20899963,16.2859993,10.43500042,nf
nf priceline 2009.txt,398,1131,29403,2.842000008,2.286999941,26.51499939,17.00900078,1.855000019,1.06400001,5.446000099,3.065999985,-0.949999988,17.11000061,0.064000003,52.38999939,-0.199000001,42.06999969,0.871999979,80.77999878,0.463,67.72000122,-1.761999965,3.920000076,-2.357000113,0.939999998,-0.656000018,25.78000069,0.634000003,0.76700002,0.725000024,0.433999985,0.623000026,0.542999983,0.169,0.150999993,0.108000003,0.127000004,0.280999988,0.081,0.337000012,0.196999997,0.342999995,0.187000006,0.381999999,0.214000002,0.414000005,0.115000002,0.162,0.086999997,68.59600067,126.4639969,93.08599854,31.52700043,36.35699844,12.44799995,12.38000011,20.30400085,54.82400131,86.04599762,11.69900036,19.76000023,32.7179985,12.27799988,0.654999971,1.649000049,0.067000002,0.352999985,0.791000009,5.889999866,1.281000018,0.619000018,0.84799999,0.823000014,0.085000001,0.064000003,374.2139893,156.3110046,19.65800095,137.8090057,8.911000252,5.237999916,13.97799969,14.65799999,339.2520142,96.65599823,106.9960022,32.85300064,51.52500153,0,42.24100113,3.197000027,0.136000007,3.673000097,1.89199996,2.756000042,1.042999983,392.8900146,556.7540283,383.769989,406.5450134,429.401001,3.301000118,6.879000187,1.730000019,2.398999929,127.2659988,0.034000002,23.51499939,16.43799973,11.02200031,nf
nf prudential 2000.txt,52,353,8958,6.788000107,3.380000114,25.68600082,11.64400005,1.751000047,1.008000016,5.236000061,2.987999916,-1.098999977,13.78999996,-0.246999994,40.52000046,0.083999999,53.18999863,0.25999999,60.25999832,-0.684000015,24.82999992,-0.485000014,31.55999947,-0.908999979,18.13999939,-2.125999928,1.700000048,0.545000017,0.730000019,0.672999978,0.40200001,0.588999987,0.519999981,0.115999997,0.111000001,0.081,0.094999999,0.26699999,0.071999997,0.270000011,0.165000007,0.225999996,0.150999993,0.552999973,0.162,0.368000001,0.082999997,0.326000005,0.187000006,80.51399994,113.3550034,68.09600067,20.54000092,20.09399986,2.568000078,10.1590004,18.08399963,42.64300156,67.87200165,1.116000056,21.3220005,28.8010006,13.50699997,0.349000007,1.082000017,0.075000003,0.515999973,0.661000013,5.172999859,1.212000012,0.620999992,0.875,0.85799998,0.090000004,0.079999998,396.0710144,144.2290039,17.19099998,156.8430023,4.130000114,1.228000045,23.88899994,15.85200024,350.6369934,104.598999,87.74199677,25.00600052,40.74599838,1.450999975,30.14100075,0,0.558000028,2.23300004,1.998000026,2.835000038,1.101999998,400.928009,554.3270264,380.9110107,408.6530151,433.79599,3.70600009,6.563000202,1.682999969,2.391000032,146.572998,0,32.94300079,14.96899986,10.92000008,nf
nf prudential 2001.txt,59,445,11957,7.541999817,4.56099987,27.27000046,12.75300026,1.726999998,0.995999992,5.168000221,2.924999952,-1.159000039,12.51000023,-0.128999993,45.22000122,-0.186000004,42.86000061,0.275000006,60.63999939,-0.328999996,37.06999969,-0.675999999,25.13999939,-0.836000025,20.32999992,-1.720999956,4.269999981,0.619000018,0.736000001,0.72299999,0.426999986,0.546000004,0.546999991,0.119999997,0.115000002,0.071999997,0.094999999,0.202999994,0.055,0.279000014,0.170000002,0.224999994,0.156000003,0.592999995,0.171000004,0.377999991,0.093999997,0.270000011,0.152999997,87.28800201,121.8799973,69.33200073,25.17399979,19.73699951,3.428999901,10.11999989,18.98500061,38.97299957,68.91400146,2.257999897,21.49399948,31.11100006,10.62100029,0.44600001,1.625,0.077,0.497999996,0.69599998,5.822000027,1.159999967,0.619000018,0.871999979,0.855000019,0.089000002,0.079000004,407.3760071,137.9109955,15.80700016,157.9830017,7.191999912,1.588999987,22.07900047,13.7159996,341.3059998,105.2939987,90.5739975,26.01000023,31.19499969,0.920000017,21.74500084,0,0.418000013,2.257999897,2.00999999,2.815999985,1.144000053,397.1069946,553.8189697,381.9689941,408.1279907,426.0599976,3.595000029,6.561999798,1.657999992,2.33100009,149.9539948,0.083999999,33.45800018,15.26799965,11.32199955,nf
nf Pulte Homes Inc 2005.txt,213,607,13578,2.849999905,2.115999937,22.95899963,12.27700043,1.838000059,1.098999977,5.407999992,3.061000109,-1.046000004,14.92000008,0.270000011,60.63999939,-0.328000009,37.45000076,0.828999996,79.38999939,0.120999999,54.77999878,-1.531000018,6.300000191,-1.858999968,3.140000105,-0.469000012,32.27999878,0.626999974,0.754000008,0.734000027,0.367000014,0.547999978,0.483999997,0.172000006,0.163000003,0.097000003,0.126000002,0.223000005,0.074000001,0.349999994,0.202999994,0.363000005,0.194000006,0.368999988,0.221000001,0.412,0.119000003,0.254999995,0.141000003,67.86399841,117.3430023,86.68399811,27.61800003,33.6570015,8.543000221,12.66800022,22.5359993,50.52299881,80.4980011,8.100999832,24.89299965,32.77399826,12.88799953,0.316000015,1.585000038,0.068999998,0.382999986,0.813000023,5.761000156,1.27699995,0.591000021,0.82099998,0.800000012,0.111000001,0.085000001,394.756012,136.8390045,16.49699974,152.0110016,10.23700047,3.388000011,14.58199978,8.175000191,319.6350098,99.71900177,93.23899841,28.57600021,43.67399979,0.074000001,40.80099869,0,0,1.620000005,1.914000034,2.802000046,1.077999949,396.4060059,556.1430054,381.144989,404.1860046,427.5830078,3.25,6.745999813,1.656000018,2.191999912,138.0169983,0,28.63599968,14.82199955,13.2670002,nf
nf Pulte Homes Inc 2006.txt,237,736,17923,3.105000019,2.505000114,25.01499939,12.96000004,1.820000052,1.088000059,5.374000072,3.020999908,-0.922999978,17.87999916,0.050000001,51.99000168,-0.200000003,42.06999969,1.175999999,87.90000153,0.449999988,67,-1.455000043,7.349999905,-1.809000015,3.50999999,-0.204999998,42.06999969,0.646000028,0.769999981,0.75,0.423000008,0.589999974,0.536000013,0.187000006,0.173999995,0.115000002,0.142000005,0.240999997,0.086000003,0.354999989,0.204999998,0.354999989,0.194999993,0.379000008,0.238000005,0.423999995,0.116999999,0.201000005,0.109999999,66.99199677,108.1159973,90.66600037,32.30500031,36.09899902,7.421000004,11.32600021,31.07699966,51.1629982,86.25800323,6.918000221,22.26199913,30.85400009,11.38199997,0.38499999,2.161000013,0.059999999,0.386999995,0.833000004,6.336999893,1.300999999,0.572000027,0.802999973,0.783999979,0.108000003,0.083999999,399.1520081,133.1809998,18.63500023,153.2109985,7.979000092,3.960999966,12.72099972,8.81499958,310.0480042,105.3960037,92.33999634,30.01799965,40.8409996,0,38.05199814,0,0,1.674000025,1.927999973,2.815999985,1.018000007,390.2529907,557.8330078,378.5299988,406.4169922,431.7520142,3.178999901,6.65899992,1.61500001,2.096999884,137.9790039,0,28.14599991,15.38300037,14.1619997,nf
nf PVH 1998.txt,87,437,11292,5.022999763,3.732000113,26.15999985,14.73099995,1.75999999,1.034000039,5.31799984,2.921999931,-1.39199996,8.229999542,-0.328999996,37.45000076,0.777999997,77.94000244,0.924000025,82.12000275,-0.545000017,29.45999908,-0.783999979,21.77000046,-2.013999939,2.220000029,-0.495999992,31.20999908,0.754999995,0.796000004,0.810000002,0.603999972,0.656000018,0.68599999,0.148000002,0.119000003,0.096000001,0.104000002,0.067000002,0.01,0.319000006,0.166999996,0.284000009,0.163000003,0.453999996,0.209000006,0.400999993,0.101000004,0.266000003,0.152999997,65.73899841,85.59899902,77.66600037,18.15399933,18.68600082,4.782000065,11.60099983,12.22099972,52.24900055,75.00900269,4.073999882,24.79599953,30.99500084,5.40199995,0.248999998,2.41899991,0.059999999,0.412999988,0.818000019,5.421000004,1.399999976,0.61500001,0.847000003,0.824000001,0.082999997,0.077,375.1329956,133.9889984,17.2689991,131.6860046,9.475999832,2.480000019,17.97699928,12.48700047,351.0450134,97.41400146,92.80899811,29.04700089,21.52000046,0.354000002,0,0,0.177000001,1.593999982,1.860999942,2.809000015,0.91900003,388.7120056,558.7819824,412.9219971,426.480011,434.9400024,3.427000046,6.623000145,1.766000032,2.394000053,126.4609985,0,31.71100044,15.25599957,9.116999626,nf
nf PVH 1999.txt,79,285,6965,3.60800004,2.578999996,24.71199989,10.96399975,1.735999942,1.001000047,5.276000023,2.828999996,-1.432999969,7.639999866,-0.187000006,42.86000061,0.981000006,83.65000153,0.713,76.11000061,-0.745999992,22.95999908,-0.931999981,17.62000084,-2.348999977,0.939999998,-0.289000005,38.59000015,0.694000006,0.771000028,0.771000028,0.524999976,0.605000019,0.629999995,0.152999997,0.136999995,0.090999998,0.105999999,0.101999998,0.018999999,0.328000009,0.178000003,0.294,0.172999993,0.428000003,0.199000001,0.395000011,0.097999997,0.337000012,0.203999996,66.36799622,101.9229965,78.39199829,17.37299919,19.38299942,6.316999912,10.48099995,12.49100018,54.41500092,74.37200165,5.025000095,25.70000076,31.58699989,8.470999718,0.228,1.432999969,0.066,0.423000008,0.842999995,5.048999786,1.450999975,0.602999985,0.838999987,0.819000006,0.096000001,0.083999999,374.5870056,129.3609924,19.23900032,128.3560028,9.18900013,2.727999926,17.08499908,11.19900036,364.5369873,92.60600281,94.32900238,29.86400032,27.56599998,0.143999994,9.331999779,0,0,1.72300005,1.85800004,2.769000053,0.950999975,380.0499878,558.6099854,418.1359863,430.9349976,439.8450012,3.325999975,6.428999901,1.769999981,2.38499999,119.310997,0,35.16400146,14.42599964,10.09599972,nf
nf qlogic 2002.txt,241,576,11554,2.390000105,1.940000057,20.34000015,10.97599983,1.89199996,1.085999966,5.537000179,3.105999947,-1.074000001,14.22999954,0.442999989,67,-0.792999983,21.47999954,0.395000011,65.16999817,0.238999993,59.09999847,-2.27699995,1.159999967,-3.062999964,0.109999999,-0.006,50,0.537,0.700999975,0.637000024,0.338999987,0.541000009,0.460999995,0.148000002,0.142000005,0.093999997,0.122000001,0.263999999,0.075000003,0.303000003,0.197999999,0.328000009,0.175999999,0.328000009,0.215000004,0.397000015,0.115999997,0.296999991,0.167999998,70.05799866,121.5800018,98.14800262,28.30200005,38.68799973,16.18499947,10.99199963,14.19400024,63.44100189,88.54100037,14.97299957,21.72400093,35.74499893,13.84799957,0.643000007,1.111999989,0.063000001,0.273000002,0.842999995,4.920000076,1.225999951,0.60799998,0.852999985,0.827000022,0.100000001,0.072999999,380.2149963,155.0110016,19.47400093,132.1620026,9.26099968,6.059000015,14.53999996,15.40600014,343.5169983,93.1269989,103.1669998,31.85099983,50.97800064,0.518999994,46.90999985,0.086999997,0,1.904000044,1.838999987,2.707999945,0.864000022,419.2049866,548.7509766,380.2590027,390.3399963,407.1570129,3.357000113,6.670000076,1.646000028,2.346999884,125.5839996,0,26.41200066,14.55900002,9.666999817,nf
nf qlogic 2003.txt,228,530,11140,2.325000048,1.800999999,21.38100052,11.73700047,1.909999967,1.095999956,5.586999893,3.144999981,-1.021999955,15.39000034,0.280000001,60.63999939,-0.828000009,20.61000061,0.59799999,72.23999786,0.037,51.20000076,-2.292999983,1.100000024,-3.318000078,0.050000001,-0.088,46.81000137,0.588,0.739000022,0.694000006,0.381999999,0.601999998,0.493000001,0.163000003,0.148000002,0.104000002,0.122000001,0.291000009,0.075999998,0.301999986,0.191,0.326999992,0.172000006,0.330000013,0.217999995,0.393000007,0.111000001,0.296999991,0.166999996,67.56600189,118.3919983,98.83300018,26.84000015,37.61199951,16.7859993,10.14400005,11.39999962,67.14499664,88.33000183,15.97799969,22.26199913,35.54800034,12.65699959,0.593999982,1.126999974,0.066,0.270999998,0.836000025,5.290999889,1.248999953,0.606999993,0.846000016,0.822000027,0.101999998,0.072999999,377.5580139,151.9750061,20.1970005,129.4429932,8.618000031,5.744999886,13.91399956,15.61900043,335.9070129,88.59999847,109.5149994,31.41900063,56.19400024,0.538999975,52.51300049,0.090000004,0,2.065000057,1.833999991,2.711999893,0.841000021,423.4079895,549.3560181,378.677002,388.8340149,404.4259949,3.262000084,6.699999809,1.661999941,2.299999952,126.75,0,23.91500092,15.14500046,10.45300007,nf
nf Ralph Lauren 1998.txt,108,450,11288,4.166999817,3.381000042,25.56900024,16.12299919,1.796000004,1.031999946,5.401000023,2.957000017,-1.605000019,5.480000019,0.059,51.99000168,0.499000013,68.79000092,1.069000006,85.54000092,-0.503000021,30.85000038,-1.616999984,5.369999886,-2.200999975,1.389999986,-0.386000007,35.20000076,0.762000024,0.77700001,0.819999993,0.587000012,0.625,0.670000017,0.186000004,0.159999996,0.115999997,0.128999993,0.02,0.003,0.344000012,0.204999998,0.333000004,0.201000005,0.405999988,0.219999999,0.416999996,0.115000002,0.273000002,0.160999998,57.53699875,93.98200226,83.4509964,23.38800049,21.17300034,5.050000191,9.302000046,14.52900028,54.12799835,80.79399872,4.251999855,26.04500008,31.4489994,10.09899998,0.207000002,1.835000038,0.064999998,0.386999995,0.82099998,5.988999844,1.368999958,0.609000027,0.838999987,0.810000002,0.086999997,0.079999998,394.1350098,116.5839996,15.23700047,147.5019989,10.98499966,3.012000084,13.64299965,9.833000183,371.6340027,82.83100128,94.08300018,24.45000076,13.5539999,0.354000002,0,0,0.089000002,1.328999996,1.741999984,2.703999996,0.790000021,399.5,549.3189697,412.1380005,425.756012,422.2200012,3.209000111,6.353000164,1.753000021,2.378000021,133.4160004,0,29.43300056,15.38599968,8.68999958,nf
nf Ralph Lauren 1999.txt,121,504,13367,4.164999962,3.627000093,26.98999977,23.84600067,1.800999999,1.042999983,5.375,2.944999933,-1.56400001,5.940000057,0.01,50.40000153,0.395000011,65.16999817,1.04400003,85.08000183,-0.575999975,28.43000031,-1.562999964,5.940000057,-2.361999989,0.910000026,-0.476000011,31.92000008,0.750999987,0.773000002,0.816999972,0.593999982,0.629999995,0.66900003,0.179000005,0.157000005,0.115999997,0.131999999,0.034000002,0.004,0.338999987,0.195999995,0.314999998,0.193000004,0.435000002,0.214000002,0.421000004,0.112999998,0.256000012,0.149000004,59.22100067,96.58499908,83.63899994,21.62000084,20.34900093,5.760000229,9.052000046,13.84000015,56.40800095,80.34700012,5.162000179,24.76199913,30.22400093,8.753000259,0.219999999,1.914999962,0.064000003,0.386999995,0.811999977,5.901000023,1.368000031,0.615999997,0.842000008,0.81400001,0.085000001,0.079000004,393.2820129,120.2959976,14.81299973,143.1139984,10.54800034,2.618000031,13.76500034,11.52099991,370.8389893,85.43399811,92.54100037,24.16399956,15.0369997,0.298999995,0.075000003,0,0,1.197000027,1.768000007,2.717999935,0.776000023,403.6019897,550.947998,407.2330017,421.6149902,420.9960022,3.233999968,6.368999958,1.736999989,2.387000084,132.4160004,0,27.5510006,16.00499916,8.779999733,nf
nf red hat inc 2000.txt,210,820,19786,3.904999971,3.390000105,24.59799957,14.54699993,1.856999993,1.057000041,5.420000076,3.032999992,-0.861999989,19.48999977,0.028000001,50.79999924,-0.488000005,31.55999947,1.097000003,86.20999908,-0.305000007,38.20999908,-1.643000007,5.050000191,-2.401000023,0.819999993,-0.180999994,42.86000061,0.630999982,0.774999976,0.712000012,0.446999997,0.638999999,0.566999972,0.188999996,0.172000006,0.128999993,0.153999999,0.300000012,0.101000004,0.324000001,0.208000004,0.277999997,0.191,0.400000006,0.225999996,0.412,0.123999998,0.202999994,0.109999999,59.66600037,106.3909988,89.35600281,23.50099945,28.04999924,9.197999954,10.71500015,18.34600067,58.57699966,84.65599823,8.338999748,20.62100029,29.26300049,10.86600018,0.418000013,1.449000001,0.063000001,0.347000003,0.838,4.949999809,1.273000002,0.606999993,0.837000012,0.819000006,0.093999997,0.066,385.1210022,158.0919952,16.57699966,134.9440002,6.419000149,6.31799984,17.73999977,17.48699951,340.4429932,99.81700134,96.78500366,29.46500015,51.40000153,0,45.38600159,0.252999991,0,3.285000086,1.89199996,2.762000084,1.037999988,416.6210022,553.2630005,381.1170044,401.7539978,415.3599854,3.378000021,6.869999886,1.661999941,2.387000084,125.8470001,0.050999999,25.24200058,15.7329998,12.62300014,nf
nf red hat inc 2001.txt,112,782,19148,6.981999874,5.143000126,25.01000023,13.84899998,1.863999963,1.055999994,5.458000183,3.036999941,-1.08099997,14.01000023,0.034000002,51.20000076,-0.354000002,36.31999969,1.08099997,85.98999786,-0.331999987,37.06999969,-1.31400001,9.510000229,-2.530999899,0.569999993,-0.352999985,36.31999969,0.639999986,0.783999979,0.720000029,0.463999987,0.654999971,0.583999991,0.188999996,0.172000006,0.128999993,0.150999993,0.298000008,0.094999999,0.331,0.206,0.256000012,0.187999994,0.537,0.218999997,0.412999988,0.123999998,0.210999995,0.115999997,59.68399811,107.5309982,90.92299652,23.70999908,26.94799995,8.303999901,10.49699974,17.86100006,60.47600174,87.26799774,7.519999981,21.88199997,30.49900055,11.07199955,0.393000007,1.44599998,0.083999999,0.423000008,0.82099998,5.394999981,1.337000012,0.605000019,0.836000025,0.819000006,0.100000001,0.072999999,383.8519897,151.3470001,16.29400063,134.3739929,6.527999878,5.535999775,18.27899933,16.19000053,352.1520081,96.87799835,96.72100067,27.62700081,46.68899918,0.052000001,40.89199829,0.312999994,0,3.029000044,1.876999974,2.752000093,0.987999976,418.6900024,553.5250244,383.5339966,403.4460144,416.2409973,3.382999897,6.796000004,1.671000004,2.420000076,125.2870026,0,24.28700066,15.95499992,12.65200043,nf
