,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,CRFANP1,CRFANPa,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,WRDPOSin,WRDPOSuh,RDFRE,RDFKGL,RDL2,class
nf Texas Instruments 2007.txt,62,450,10219,7.257999897,3.970999956,23.27799988,11.76099968,1.83099997,1.088000059,5.407999992,3.099999905,-1.190999985,11.69999981,0.165999994,56.36000061,-0.810000002,20.89999962,0.574999988,71.56999969,0.691999972,75.48999786,-1.126999974,13.14000034,-1.309000015,9.680000305,0.193000004,57.52999878,0.684000015,0.779999971,0.748000026,0.43900001,0.560000002,0.546000004,0.169,0.145999998,0.104999997,0.128000006,0.159999996,0.050999999,0.347000003,0.196999997,0.273999989,0.188999996,0.589999974,0.184,0.416000009,0.105999999,0.300999999,0.171000004,75.36299896,131.0709991,82.78700256,34.54399872,37.67499924,10.17700005,10.37300014,25.0510006,41.5890007,77.50299835,8.611000061,22.99600029,37.08800125,11.64500046,0.610000014,1.932999969,0.097999997,0.508000016,0.870999992,5.363999844,1.072000027,0.601999998,0.85799998,0.838,0.103,0.086999997,410.3139954,137.6849976,19.18000031,154.8099976,9.394000053,2.348999977,18.29899979,10.76399994,330.6589966,100.2050018,110.9700012,30.23699951,33.76100159,0.294,27.30200005,0.685000002,0,2.250999928,1.944000006,2.749000072,0.987999976,418.5799866,552.7130127,373.677002,393.1940002,419.5939941,3.436000109,6.941999912,1.672000051,2.33100009,144.6329956,0,28.88299942,14.87199974,13.27099991,nf
nf the rank group 2004.txt,190,482,11269,2.536999941,2.53399992,23.97699928,22.18300056,1.677000046,0.968999982,5.032000065,2.859999895,-1.192999959,11.69999981,-0.050999999,48.00999832,0.465000004,67.72000122,-0.218999997,41.68000031,0.089000002,53.18999863,-0.83099997,20.32999992,-1.792999983,3.670000076,-0.596000016,27.76000023,0.495000005,0.550999999,0.605000019,0.331999987,0.379999995,0.430999994,0.101999998,0.123999998,0.063000001,0.115999997,0.096000001,0.018999999,0.209000006,0.182999998,0.219999999,0.165000007,0.229000002,0.250999987,0.347000003,0.165000007,0.31400001,0.174999997,77.56700134,109.8789978,80.1309967,21.65200043,26.1779995,6.211999893,16.50499916,21.20899963,48.18500137,76.31600189,3.815999985,19.52300072,26.53300095,7.188000202,0.356999993,2.427000046,0.033,0.180999994,0.813000023,5.71999979,1.25999999,0.624000013,0.866999984,0.847000003,0.129999995,0.066,384.151001,148.904007,17.83699989,138.5220032,9.140000343,3.01699996,22.36199951,14.90799999,352.5599976,99.2990036,92.73200226,29.99399948,16.32799911,0.799000025,7.098999977,0,0.177000001,2.395999908,2.00999999,2.888999939,1.008999944,381.1289978,562.5089722,398.0759888,425.0769958,436.0820007,3.742000103,6.092999935,1.656000018,2.259000063,139.1430054,0,41.22999954,13.31700039,12.89000034,nf
nf the rank group 2005.txt,116,449,9657,3.871000051,4.831999779,22.20299911,13.62899971,1.675999999,0.972000003,5.006000042,2.834000111,-1.154999971,12.51000023,0.064999998,52.38999939,0.522000015,69.84999847,-0.046,48.40000153,-0.172999993,43.25,-1.24000001,10.75,-1.271999955,10.19999981,-1.449000001,7.489999771,0.519999981,0.634000003,0.638000011,0.361000001,0.465000004,0.476999998,0.112999998,0.126000002,0.068999998,0.103,0.165000007,0.052000001,0.233999997,0.186000004,0.195999995,0.157000005,0.305999994,0.270999998,0.356000006,0.136999995,0.358999997,0.195999995,82.47100067,117.3190002,74.76399994,24.2310009,23.92000008,7.559000015,13.97900009,17.70700073,41.00699997,69.79399872,6.006000042,23.61000061,31.68700027,13.3579998,0.340999991,1.33099997,0.041999999,0.263000011,0.737999976,5.758999825,1.192000031,0.614000022,0.871999979,0.851000011,0.112999998,0.075000003,394.5320129,149.8399963,11.70100021,151.8070068,11.18400002,2.381999969,17.29299927,16.56800079,356.1140137,95.78500366,80.87400055,18.63999939,31.68700027,0.31099999,22.47100067,0,0.828000009,2.588999987,1.924999952,2.859999895,0.93599999,394.6830139,555.8859863,397.8389893,424.4460144,438.7330017,3.602999926,6.416999817,1.620000005,2.364000082,147.871994,0,43.21500015,12.57499981,10.54300022,nf
nf trinity 1989.txt,83,176,3656,2.119999886,1.452000022,20.99399948,12.94699955,1.730999947,1,5.144000053,2.868000031,-1.192000031,11.69999981,0.037999999,51.20000076,-0.156000003,44.04000092,-0.776000023,22.05999947,0.224999994,58.70999908,-0.008,50,-1.202999949,11.51000023,-0.559000015,29.12000084,0.365999997,0.479999989,0.486000001,0.248999998,0.338,0.344000012,0.068999998,0.104999997,0.041000001,0.072999999,0.074000001,0.028000001,0.196999997,0.174999997,0.180000007,0.144999996,0.294999987,0.200000003,0.330000013,0.111000001,0.51700002,0.300999999,93.375,100.6689987,76.58599854,29.81399918,25.16399956,7.93200016,13.12899971,35.55799866,39.11399841,70.56900024,4.650000095,26.53199959,38.29299927,10.11999989,0.43900001,2.026000023,0.074000001,0.379000008,0.800000012,5.40899992,1.182000041,0.617999971,0.89200002,0.864000022,0.075999998,0.078000002,381.8380127,150.9850006,21.06100082,149.8910065,15.86400032,2.461999893,16.68499947,10.94099998,328.7749939,104.7600021,92.72499847,32.82300186,30.08799934,0.273999989,19.42000008,0,0.82099998,3.282000065,2.063999891,2.964999914,1.167000055,373.4169922,564.0440063,383.0920105,414.2179871,426.0180054,3.970999956,6.552999973,1.475000024,2.246000051,144.4199982,0,39.30799866,12.93700027,9.069999695,nf
nf trinity 1990.txt,76,142,2770,1.868000031,1.309999943,19.65500069,10.92500019,1.754999995,1.004999995,5.22300005,2.868000031,-1.39199996,8.229999542,0.200000003,57.93000031,-0.115999997,45.61999893,-0.897000015,18.67000008,0.623000026,73.23999786,-0.02,49.20000076,-2.220000029,1.320000052,0.181999996,57.13999939,0.361999989,0.460999995,0.460999995,0.231999993,0.305000007,0.321999997,0.075999998,0.120999999,0.037,0.071999997,0.064000003,0.015,0.224999994,0.202000007,0.196999997,0.170000002,0.273000002,0.208000004,0.330000013,0.108999997,0.569999993,0.342999995,96.9240036,101.427002,89.53099823,31.04700089,29.60300064,9.38599968,14.80099964,32.85200119,52.70800018,82.67099762,6.498000145,30.32500076,41.15499878,8.30300045,0.352999985,2.957999945,0.077,0.409000009,0.861999989,5.041999817,1.207999945,0.602999985,0.878000021,0.860000014,0.088,0.082999997,378.3389893,152.7079926,24.54899979,143.3209991,15.52299976,2.888000011,16.6060009,12.63500023,332.8519897,102.1660004,93.86299896,36.10100174,27.07600021,0.361000001,13.71800041,0.361000001,0.722000003,3.970999956,2.042999983,2.931999922,1.097000003,382.1369934,562.21698,379.4630127,410.8970032,423.678009,3.890000105,6.585999966,1.539999962,2.256000042,139.3500061,0,38.56200027,12.72700024,9.706999779,nf
nf Verizon Comm Inc 2000.txt,347,1155,26226,3.328999996,2.453000069,23.24699974,13.0010004,1.870000005,1.105999947,5.456999779,3.059999943,-1.42900002,7.78000021,0.524999976,69.84999847,-0.587000012,28.10000038,0.547999978,70.54000092,-0.059,48.00999832,-1.508000016,6.679999828,-1.828999996,3.440000057,-0.639999986,26.11000061,0.666000009,0.734000027,0.763999999,0.437999994,0.536000013,0.550999999,0.158999994,0.150999993,0.089000002,0.120999999,0.107000001,0.043000001,0.305000007,0.193000004,0.280000001,0.185000002,0.386000007,0.211999997,0.398999989,0.104000002,0.179000005,0.098999999,69.17199707,126.3209991,84.45800018,26.53899956,28.71199989,8.312000275,11.97299957,16.51000023,49.15000153,78.1289978,7.473999977,24.93700027,31.45700073,13.19299984,0.261000007,1.552999973,0.071000002,0.361000001,0.805999994,5.403999805,1.31099999,0.612999976,0.846000016,0.822000027,0.101000004,0.082999997,404.5979919,120.185997,13.03999996,144.6660004,9.571000099,4.079999924,14.45100021,9.722999573,365.0190125,87.54699707,93.64700317,24.89900017,24.05999947,0.075999998,19.44599915,0.075999998,0,1.753999949,1.863000035,2.773999929,1.049999952,408.7820129,551.8740234,374.105011,396.4020081,420.631012,3.328999996,6.281000137,1.833999991,2.33100009,135.0570068,0,25.58600044,15.33100033,10.83100033,nf
nf Verrizon Comm Inc 1999.txt,320,968,21846,3.025000095,2.539999962,23.03800011,11.66800022,1.866000056,1.10800004,5.487999916,3.10800004,-1.269000053,10.19999981,0.505999982,69.15000153,-0.523000002,30.14999962,0.654999971,74.22000122,-0.077,47.20999908,-1.697999954,4.550000191,-1.552999973,6.059999943,-0.921999991,17.87999916,0.671000004,0.757000029,0.759000003,0.419999987,0.556999981,0.532000005,0.160999998,0.141000003,0.092,0.118000001,0.153999999,0.071999997,0.312999994,0.182999998,0.296000004,0.169,0.370000005,0.216000006,0.405000001,0.101999998,0.194000006,0.104000002,67.21199799,125.5660019,80.33499908,27.69400024,29.11300087,7.919000149,11.12300014,17.0739994,46.41600037,75.98600006,7.231999874,25.40500069,33.18700027,15.28899956,0.305999994,1.366999984,0.061999999,0.35800001,0.777999997,4.975999832,1.286000013,0.609000027,0.846000016,0.823000014,0.094999999,0.079000004,399.019989,130.5039978,12.72500038,147.2120056,8.651000023,3.937000036,16.20400047,12.86299992,355.2600098,91.77899933,91.59600067,24.03199959,32.22600174,0.046,26.50399971,0.504000008,0,2.289000034,1.858999968,2.769999981,1.083999991,411.026001,551.2360229,377.3510132,399.3340149,421.625,3.387000084,6.489999771,1.835999966,2.362999916,138.0119934,0.915000021,26.06500053,15.22999954,10.47599983,nf
nf Williams 1999.txt,293,825,19893,2.815999985,3.088000059,24.72500038,17.47599983,1.860000014,1.062999964,5.56400013,3.069999933,-1.503999949,6.679999828,0.203999996,57.93000031,-0.333999991,37.06999969,0.208000004,57.93000031,-0.632000029,26.43000031,-1.611999989,5.369999886,-1.932000041,2.680000067,-0.224999994,41.29000092,0.574000001,0.65200001,0.657000005,0.400000006,0.492000014,0.493999988,0.135000005,0.143000007,0.085000001,0.115999997,0.101000004,0.030999999,0.30399999,0.203999996,0.277999997,0.185000002,0.354000002,0.264999986,0.386999995,0.112999998,0.222000003,0.123999998,73.90699768,121.4570007,76.61000061,20.45899963,20.51000023,6.28399992,8.093000412,14.6789999,51.07300186,72.38700104,5.479000092,21.46500015,26.74300003,9.501000404,0.245000005,1.710999966,0.048999999,0.307000011,0.842999995,4.30700016,1.396000028,0.606000006,0.855000019,0.838,0.094999999,0.063000001,387.875,119.6900024,18.49900055,137.5859985,6.635000229,2.061000109,17.69499969,11.41100025,346.2529907,94.05200195,105.7649994,27.09499931,16.88999939,0.150999993,12.46700001,0,0.050000001,0.451999992,1.840999961,2.673000097,1.054999948,414.4679871,552.4370117,378.7739868,401.4020081,431.5780029,3.242000103,6.795000076,1.830000043,2.40199995,123.0080032,0,25.00399971,15.76200008,8.732999802,nf
nf Williams 2000.txt,444,1198,23446,2.697999954,2.494999886,19.95999908,13.69999981,1.904000044,1.113000035,5.664999962,3.147000074,-1.652999997,4.949999809,0.83099997,79.66999817,0.137999997,55.16999817,0.02,50.40000153,-0.465999991,32.27999878,-1.998000026,2.329999924,-2.354000092,0.939999998,-0.237000003,40.90000153,0.561999977,0.61500001,0.626999974,0.404000014,0.467999995,0.481999993,0.133000001,0.150999993,0.079000004,0.115000002,0.082999997,0.021,0.273000002,0.206,0.270000011,0.189999998,0.286000013,0.210999995,0.381000012,0.123999998,0.216000006,0.125,75.61699677,135.9320068,80.78099823,20.8560009,23.7140007,6.823999882,7.763000011,15.82400036,54.80699921,75.79100037,5.374000072,25.20700073,28.83200073,14.45899963,0.143999994,1.238000035,0.041000001,0.259000003,0.855000019,4.328000069,1.376000047,0.625,0.85799998,0.839999974,0.098999999,0.079000004,387.3160095,128.2949982,13.35000038,128.1670074,7.548999786,1.91900003,17.18799973,12.9659996,400.3240051,94.17299652,93.40699768,24.18400002,19.5340004,0.213,8.104000092,0.043000001,0,1.065999985,1.807999969,2.661000013,1.123999953,402.45401,551.7319946,401.7529907,417.2919922,428.9819946,3.444999933,5.980999947,1.720000029,2.417000055,121.3850021,0.085000001,25.8920002,14.51000023,8.123000145,nf
nf Xstrata 2008.txt,258,534,11292,2.069999933,1.72300005,21.45299911,14.80300045,1.912999988,1.10800004,5.638000011,3.131000042,-1.74000001,4.090000153,0.407999992,65.54000092,-0.165000007,43.63999939,-0.453000009,32.63999939,-0.231000006,40.90000153,-1.52699995,6.429999828,-2.746000051,0.310000002,0.041999999,51.59999847,0.495000005,0.556999981,0.587000012,0.349999994,0.395000011,0.455000013,0.093000002,0.115000002,0.057999998,0.093999997,0.054000001,0.012,0.247999996,0.184,0.289000005,0.150999993,0.245000005,0.214000002,0.35800001,0.120999999,0.301999986,0.180999994,92.01799774,121.5820007,88.55799866,21.78499985,24.88500023,10.09599972,11.15799999,12.66399956,60.48500061,81.73899841,8.413000107,23.02499962,30.64100075,8.590000153,0.330000013,1.684000015,0.039999999,0.268000007,0.862999976,4.915999889,1.328999996,0.602999985,0.86500001,0.852999985,0.086999997,0.071000002,373.0069885,154.7109985,17.00300026,131.9519958,9.032999992,1.682999969,19.21699905,17.88899994,368.8450012,102.1959991,121.6790009,26.92200089,14.52400017,0.620000005,9.829999924,0.177000001,0,0.973999977,1.840999961,2.690999985,1.072999954,403.9110107,550.8560181,384.4639893,407.6759949,421.223999,3.579999924,6.193999767,1.715000033,2.368000031,125.4869995,0,23.53199959,15.22999954,6.027999878,nf
nf Xstrata 2009.txt,462,887,17519,1.919999957,1.625,20.01199913,15.79599953,1.925999999,1.121000051,5.633999825,3.160000086,-1.597000003,5.590000153,0.690999985,75.48999786,-0.342999995,36.68999863,-0.741999984,22.95999908,-0.228,41.29000092,-1.722000003,4.269999981,-2.881000042,0.200000003,0.335999995,62.93000031,0.400999993,0.490999997,0.499000013,0.289000005,0.368000001,0.391000003,0.074000001,0.103,0.050000001,0.086999997,0.085000001,0.023,0.209000006,0.178000003,0.247999996,0.150000006,0.201000005,0.201000005,0.345999986,0.119000003,0.252000004,0.143000007,100.0970001,125.5920029,90.98699951,20.14999962,26.25699997,8.505000114,12.10099983,16.26799965,64.67299652,84.8789978,7.020999908,22.31900024,28.08399963,9.81799984,0.257999986,1.537999988,0.030999999,0.204999998,0.898999989,4.110000134,1.248000026,0.61500001,0.882000029,0.865999997,0.090000004,0.075000003,386.322998,150.7510071,16.15399933,132.8269958,8.562000275,1.085000038,22.37599945,17.97999954,370.3980103,100.2910004,115.5319977,24.54500008,27.28499985,0.628000021,21.63400078,0.114,0,1.59800005,1.85800004,2.707999945,1.277999997,411.6530151,549.2310181,380.0209961,405.8779907,424.927002,3.522000074,6.296999931,1.667999983,2.398000002,127.0619965,0,23.84799957,14.84000015,5.600999832,nf
nf Zebra Technologies Corporation 2000.txt,128,379,7740,2.960999966,1.924999952,21.54899979,11.35599995,1.833999991,1.070000052,5.596000195,3.003000021,-1.728000045,4.269999981,0.67900002,74.86000061,0.048999999,51.59999847,0.331999987,62.93000031,0.446999997,67,-1.748000026,4.090000153,-2.592000008,0.479999989,0.211999997,58.31999969,0.652999997,0.703999996,0.740999997,0.470999986,0.512000024,0.574000001,0.152999997,0.163000003,0.089000002,0.127000004,0.024,0.004,0.326000005,0.199000001,0.324000001,0.192000002,0.386000007,0.214000002,0.412,0.116999999,0.330000013,0.204999998,72.2440033,124.3990021,93.79799652,27.90699959,33.59199905,7.751999855,10.85299969,19.25099945,58.13999939,88.37200165,7.105999947,30.74900055,37.4679985,8.010000229,0.217999995,2.63499999,0.07,0.34799999,0.876999974,4.776000023,1.256000042,0.588999987,0.852999985,0.827000022,0.107000001,0.093999997,395.4779968,124.677002,14.98700047,133.5919952,9.043999672,3.875999928,12.40299988,10.07800007,375.0650024,94.18599701,101.5510025,25.32299995,9.043999672,0,0.128999993,0,0,1.679999948,1.81099999,2.661999941,1.103000045,414.5469971,547.6729736,396.4079895,412.6849976,423.0360107,3.387000084,6.869999886,1.835000038,2.568000078,122.0930023,0,30.95000076,14.01599979,9.725000381,nf
nf Zebra Technologies Corporation 2001.txt,202,569,11432,2.816999912,1.957999945,21.03899956,11.51500034,1.860000014,1.090999961,5.598999977,3.053999901,-1.654000044,4.949999809,0.861999989,80.51000214,-0.301999986,38.20999908,0.187999994,57.13999939,0.143000007,55.56999969,-1.856999993,3.220000029,-2.855999947,0.219999999,0.246000007,59.47999954,0.620999992,0.663999975,0.703999996,0.416999996,0.456999987,0.513000011,0.142000005,0.153999999,0.078000002,0.119000003,0.023,0.004,0.314999998,0.196999997,0.331,0.182999998,0.372999996,0.209000006,0.405000001,0.112000003,0.298000008,0.180000007,73.45200348,126.0039978,92.63500214,25.10499954,33.85200119,11.10900021,10.58399963,18.10700035,59.83200073,84.15000153,10.4090004,31.31599998,37.78900146,10.58399963,0.206,1.802999973,0.068999998,0.347000003,0.879999995,4.59800005,1.226999998,0.591000021,0.85799998,0.828999996,0.114,0.093999997,395.993988,141.0079956,14.95800018,131.9100037,8.746999741,6.210999966,13.7329998,13.29599953,365.2030029,100.8570023,97.79599762,26.67900085,9.010000229,0,0.261999995,0,0,1.136999965,1.827000022,2.694000006,1.008999944,418.2730103,548.9019775,390.1239929,405.3540039,417.4400024,3.325000048,6.775000095,1.751999974,2.476999998,124.2129974,0,29.08699989,14.19299984,9.93900013,nf
nf Zones Inc 2006.txt,218,590,12162,2.70600009,2.073999882,21.15299988,12.58199978,1.845999956,1.06099999,5.493000031,3.065999985,-1.190999985,11.69999981,0.521000028,69.84999847,-0.582000017,28.10000038,0.331999987,62.93000031,-0.122000001,45.22000122,-1.953999996,2.559999943,-2.334000111,0.99000001,-0.052000001,48.00999832,0.602999985,0.699000001,0.708000004,0.363999993,0.510999978,0.483999997,0.148000002,0.150000006,0.083999999,0.112000003,0.163000003,0.061999999,0.317999989,0.192000002,0.340999991,0.179000005,0.352999985,0.208000004,0.398999989,0.112999998,0.298999995,0.167999998,71.56700134,128.720993,88.71900177,23.59799957,29.35400009,9.208999634,12.2510004,14.47099972,55.91199875,82.22299957,8.798000336,23.68000031,33.29999924,12.57999992,0.405000001,1.182000041,0.054000001,0.317000002,0.852999985,4.058000088,1.287999988,0.625,0.856999993,0.827000022,0.089000002,0.075999998,383.4899902,151.1260071,14.96500015,135.5039978,8.880000114,5.179999828,14.80000019,14.88199997,353.0669861,101.2990036,100.1480026,23.18700027,37.49399948,0,27.87400055,0,0.164000005,1.644000053,1.891000032,2.733999968,1.116999984,410.927002,553.4219971,384.1019897,399.9190063,410.3299866,3.410000086,6.840000153,1.715000033,2.430000067,121.4440002,0.164000005,29.73999977,14.23200035,10.13599968,nf
nf Zones Inc 2007.txt,215,576,12175,2.678999901,2.095000029,21.68400002,13.23700047,1.858999968,1.06099999,5.538000107,3.069000006,-1.072999954,14.22999954,0.386000007,64.80000305,-0.574999988,28.43000031,0.372000009,64.43000031,-0.185000002,42.86000061,-2.046999931,2.069999933,-2.427999973,0.779999971,-0.055,48.00999832,0.589999974,0.731999993,0.700999975,0.324999988,0.537,0.453999996,0.157000005,0.151999995,0.088,0.112999998,0.252000004,0.104000002,0.324000001,0.192000002,0.331999987,0.181999996,0.351000011,0.209999993,0.395000011,0.112000003,0.301999986,0.166999996,77.02100372,130.4989929,90.43099976,23.98399925,28.74699974,9.362999916,11.99199963,13.55200005,57.90599823,84.27100372,8.87100029,21.76600075,32.03300095,14.70199966,0.469999999,0.994000018,0.057999998,0.331999987,0.851999998,3.934000015,1.282999992,0.623000026,0.856000006,0.828999996,0.088,0.072999999,386.0369873,150.3079987,15.27700043,136.5910034,8.378000259,4.846000195,14.61999989,14.86699963,347.4330139,96.01699829,104.4759979,22.58799934,50.6780014,0.082000002,46.48899841,0,0.164000005,1.725000024,1.868999958,2.711999893,1.121000051,411.0050049,552.2819824,383.302002,400.401001,411.5740051,3.352999926,6.84499979,1.735000014,2.400000095,122.9570007,0.246000007,28.11000061,14.59000015,10.0710001,nf
nf  William Hill 2004.txt,36,226,6845,6.277999878,2.982000113,30.68099976,17.09600067,1.702999949,1,5.143000126,2.90199995,-1.332999945,9.180000305,-0.439999998,33,0.36500001,64.05999756,0.225999996,58.70999908,-0.300000012,38.20999908,-0.610000014,27.09000015,-1.639999986,5.050000191,-1.651000023,4.949999809,0.630999982,0.720000029,0.73299998,0.416999996,0.486999989,0.500999987,0.114,0.107000001,0.064000003,0.086999997,0.147,0.045000002,0.279000014,0.177000001,0.236000001,0.157000005,0.504000008,0.201000005,0.363999993,0.100000001,0.382999986,0.217999995,72.95500183,92.48799896,78.4509964,24.98200035,23.66699982,6.427999973,10.66499996,17.53100014,49.37900162,75.8219986,5.112999916,24.10499954,35.35400009,8.472999573,0.463999987,1.797000051,0.057999998,0.460000008,0.686999977,5.68599987,1.231999993,0.602999985,0.856999993,0.838,0.079999998,0.068999998,391.9649963,150.9129944,15.92399979,154.272995,6.866000175,1.16900003,26.14999962,18.11499977,331.1910095,108.8389969,100.5110016,23.81299973,18.84600067,0.291999996,8.765999794,0,0.145999998,1.16900003,1.860000014,2.83100009,0.887000024,392.8580017,554.302002,387.6860046,412.4450073,428.3519897,3.507999897,6.768000126,1.932999969,2.401000023,145.0690002,0,32.01900101,16.31800079,7.123000145,nf
nf  William Hill 2005.txt,46,344,9066,7.478000164,3.799000025,26.88400078,17.03199959,1.684000015,0.971000016,5.103000164,2.851999998,-1.327999949,9.340000153,0.046,51.59999847,0.037999999,51.20000076,0.035,51.20000076,-0.481000006,31.55999947,-0.588,28.10000038,-1.5,6.679999828,-1.220999956,11.11999989,0.560000002,0.626999974,0.671000004,0.337000012,0.404000014,0.43599999,0.118000001,0.123999998,0.061999999,0.097999997,0.130999997,0.034000002,0.250999987,0.172999993,0.193000004,0.153999999,0.490999997,0.166999996,0.361000001,0.105999999,0.331999987,0.180999994,73.875,98.83100128,75.11599731,22.28100014,20.84700012,4.521999836,12.79500008,13.45699978,46.76800156,73.79199982,3.861000061,24.04599953,34.19400024,11.36100006,0.419999987,1.230999947,0.078000002,0.425999999,0.735000014,5.195000172,1.20599997,0.612999976,0.861999989,0.839999974,0.089000002,0.079999998,388.7049866,153.9819946,14.67000008,154.5330048,10.14799976,2.427000046,23.93600082,16.2140007,337.6350098,109.6419983,92.98500061,22.50200081,22.28100014,0.109999999,12.57400036,0,0,1.985000014,1.881999969,2.857000113,0.980000019,394.3829956,554.1049805,391.1629944,414.0310059,425.3370056,3.460999966,6.427000046,1.848999977,2.319999933,143.6139984,0,37.61800003,14.56000042,8.383999825,nf
nf 3M 2004.txt,131,473,10328,3.611000061,2.457999945,22.49500084,11.5369997,1.883000016,1.113000035,5.666999817,3.118999958,-1.930999994,2.680000067,0.648999989,73.88999939,0.135000005,55.16999817,0.238000005,59.09999847,0.032000002,51.20000076,-1.444000006,7.489999771,-2.746999979,0.310000002,-0.270999998,39.36000061,0.649999976,0.693000019,0.717999995,0.462000012,0.512000024,0.556999981,0.144999996,0.144999996,0.082000002,0.114,0.011,0.001,0.308999985,0.199000001,0.284000009,0.185000002,0.393999994,0.206,0.398999989,0.103,0.286000013,0.177000001,69.54399872,126.6719971,94.79100037,27.30400085,24.88400078,6.294000149,9.100999832,17.4279995,60.41799927,90.14299774,5.616000175,29.24099922,34.85699844,9.876000404,0.191,2.290999889,0.082000002,0.393999994,0.833000004,5.18200016,1.389000058,0.606999993,0.848999977,0.83099997,0.105999999,0.093999997,399.0119934,119.5780029,12.58699989,134.8760071,8.907999992,3.292000055,15.29800034,8.713999748,392.0409851,93.04799652,103.4079971,21.97999954,6.389999866,0.289999992,0,0,0.097000003,0.58099997,1.842000008,2.66899991,0.958999991,411.348999,548.992981,396.6080017,414.6350098,426.0039978,3.305000067,6.397999763,1.812000036,2.49000001,124.0319977,0,25.37100029,15.14500046,9.942000389,nf
nf 3M 2005.txt,165,591,13342,3.582000017,2.282000065,23.25,12.69900036,1.879999995,1.125,5.643000126,3.157000065,-1.883999944,3.00999999,0.56400001,71.23000336,0.074000001,52.79000092,0.384000003,64.80000305,0.338,62.93000031,-1.324000001,9.340000153,-2.535000086,0.569999993,-0.238999993,40.90000153,0.671000004,0.717000008,0.754000008,0.469999999,0.513999999,0.561999977,0.158000007,0.151999995,0.085000001,0.116999999,0.018999999,0.002,0.324000001,0.195999995,0.312999994,0.181999996,0.379000008,0.196999997,0.400999993,0.101000004,0.259000003,0.152999997,66.32299805,125.064003,96.46199799,29.53100014,27.20700073,6.296000004,11.99199963,18.13800049,57.93700027,91.73999786,5.995999813,27.58200073,35.15200043,8.769000053,0.273999989,2.601999998,0.086999997,0.398999989,0.832000017,5.306000233,1.343999982,0.602999985,0.845000029,0.823000014,0.103,0.090000004,395.1430054,126.2929993,11.91699982,138.5099945,10.11800003,3.148000002,14.54100037,10.11800003,384.2749939,92.86499786,106.8799973,21.96100044,8.619000435,0.600000024,0.224999994,0,0,1.049000025,1.840999961,2.687999964,0.98299998,411.6130066,549.5040283,395.9240112,412.6530151,426.3609924,3.338999987,6.473999977,1.779999971,2.490999937,128.7660065,0,24.87299919,15.39799976,10.41499996,nf
nf aci worldwide 2009.txt,460,1097,26331,2.38499999,1.82099998,24.6439991,15.7489996,1.871000051,1.059999943,5.491000175,3.042999983,-1.180999994,11.89999962,0.164000005,56.36000061,-0.493000001,31.20999908,0.944000006,82.63999939,0.209000006,57.93000031,-1.774999976,3.839999914,-2.528000116,0.589999974,0.207000002,57.93000031,0.662999988,0.773000002,0.773000002,0.44600001,0.605000019,0.566999972,0.175999999,0.159999996,0.108999997,0.136000007,0.182999998,0.057999998,0.34799999,0.203999996,0.363000005,0.187000006,0.377000004,0.230000004,0.419999987,0.114,0.191,0.098999999,63.6269989,121.2020035,93.95800018,27.5340004,34.44599915,13.25399971,13.97599983,23.69799995,58.18199921,85.94400024,12.76099968,21.64699936,32.81299973,11.46899986,0.514999986,1.511999965,0.072999999,0.372999996,0.875999987,5.607999802,1.350000024,0.596000016,0.827000022,0.802999973,0.097999997,0.071999997,391.5920105,141.6580048,17.12800026,138.3919983,7.443999767,4.177999973,13.67199993,12.22900009,347.7279968,98.93299866,91.4509964,26.39500046,36.53499985,0,32.43299866,0.228,0.266000003,1.746999979,1.866000056,2.753000021,0.957000017,421.5480042,551.5180054,375.2919922,399.8059998,419.3450012,3.128000021,6.743999958,1.70599997,2.382999897,126.6949997,0.037999999,24.18499947,15.84899998,11.60099983,nf
